"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q17","No, Cynthia is a prot  g  e of my mother's, the daughter of an old
schoolfellow of hers, who married a rascally solicitor. He came a
cropper, and the girl was left an orphan and penniless. My mother came
to the rescue, and Cynthia has been with us nearly two years now. She
works in the Red Cross Hospital at Tadminster, seven miles away.","[""No, Cynthia is a prot  g  e of my mother's, the daughter of an old\nschoolfellow of hers, who married a rascally solicitor. He came a\ncropper, and the girl was left an orphan and penniless. My mother came\nto the rescue, and Cynthia has been with us nearly two years now. She\nworks in the Red Cross Hospital at Tadminster, seven miles away.""]","[[6140, 6478]]","John Cavendish","['Mr. Hastings']","Implicit","nan","[['Cynthia', ""a prot  g  e of my mother's, the daughter of an old\nschoolfellow of hers"", 'my mother', 'hers', 'the girl', 'My mother', 'Cynthia', 'us', 'She']]","[[[6144, 6151], [6155, 6227], [6171, 6180], [6223, 6227], [6286, 6294], [6329, 6338], [6363, 6370], [6385, 6387], [6410, 6413]]]","[[['Miss Murdoch'], ['Miss Murdoch'], ['Mrs. Inglethorp'], ['Mrs. Inglethorp'], ['Miss Murdoch'], ['Mrs. Inglethorp'], ['Miss Murdoch'], ['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish'], ['Miss Murdoch']]]"
"Q18","Hullo, Evie, here's our wounded hero! Mr. Hastings   Miss Howard.","[""Hullo, Evie, here's our wounded hero! Mr. Hastings   Miss Howard.""]","[[6658, 6723]]","John Cavendish","['Evelyn Howard', 'Mr. Hastings']","Implicit","nan","[['Evie', 'our wounded hero', 'Mr. Hastings', 'Miss Howard']]","[[[6665, 6669], [6678, 6694], [6696, 6708], [6711, 6722]]]","[[['Evelyn Howard'], ['Mr. Hastings'], ['Mr. Hastings'], ['Evelyn Howard']]]"
"Q19","Weeds grow like house afire. Can't keep even with 'em. Shall press you
in. Better be careful.","[""Weeds grow like house afire. Can't keep even with 'em. Shall press you\nin. Better be careful.""]","[[7122, 7215]]","Evelyn Howard","['John Cavendish', 'Mr. Hastings']","Implicit","nan","[['you']]","[[[7189, 7192]]]","[[['Mr. Hastings']]]"
"Q20","I'm sure I shall be only too delighted to make myself useful,","[""I'm sure I shall be only too delighted to make myself useful,""]","[[7219, 7280]]","Mr. Hastings","['John Cavendish', 'Evelyn Howard']","Anaphoric","I responded","[[]]","[[]]","[[]]"
"Q21","Don't say it. Never does. Wish you hadn't later.","[""Don't say it. Never does. Wish you hadn't later.""]","[[7297, 7345]]","Evelyn Howard","['John Cavendish', 'Mr. Hastings']","Implicit","nan","[['you']]","[[[7328, 7331]]]","[[['Mr. Hastings']]]"
"Q22","You're a cynic, Evie, Where's tea to-day   inside
or out?","[""You're a cynic, Evie,"", ""Where's tea to-day   inside\nor out?""]","[[7349, 7370], [7394, 7429]]","John Cavendish","['Evelyn Howard', 'Mr. Hastings']","Explicit","said John","[['You', 'Evie'], []]","[[[7349, 7352], [7365, 7369]], []]","[[['Evelyn Howard'], ['Evelyn Howard']], []]"
"Q23","Out. Too fine a day to be cooped up in the house.","['Out. Too fine a day to be cooped up in the house.']","[[7433, 7482]]","Evelyn Howard","['John Cavendish', 'Mr. Hastings']","Implicit","nan","[[]]","[[]]","[[]]"
"Q24","Come on then, you've done enough gardening for to-day.","[""Come on then, you've done enough gardening for to-day.""]","[[7486, 7540]]","John Cavendish","['Evelyn Howard', 'Mr. Hastings']","Implicit","nan","[['you']]","[[[7500, 7503]]]","[[['Evelyn Howard']]]"
"Q25","you know. Come and be refreshed.","['you know. Come and be refreshed.']","[[7581, 7613]]","John Cavendish","['Evelyn Howard', 'Mr. Hastings']","Implicit","nan","[['you']]","[[[7581, 7584]]]","[[['Evelyn Howard']]]"
"Q26","Well, I'm
inclined to agree with you.","['Well,', ""I'm\ninclined to agree with you.""]","[[7617, 7622], [7677, 7708]]","Evelyn Howard","['John Cavendish', 'Mr. Hastings']","Explicit","said Miss Howard","[[], ['you']]","[[], [[7704, 7707]]]","[[], [['John Cavendish']]]"
"Q27","My wife, Hastings,","['My wife, Hastings,']","[[7885, 7903]]","John Cavendish","['Mary Cavendish', 'Evelyn Howard', 'Mr. Hastings']","Explicit","said John","[['My wife', 'Hastings']]","[[[7885, 7892], [7894, 7902]]]","[[['Mary Cavendish'], ['Mr. Hastings']]]"
"Q28","Then you'll write to the Princess after tea, Alfred? I'll write to
Lady Tadminster for the second day, myself. Or shall we wait until we
hear from the Princess? In case of a refusal, Lady Tadminster might
open it the first day, and Mrs. Crosbie the second. Then there's the
Duchess   about the school f  te.","[""Then you'll write to the Princess after tea, Alfred? I'll write to\nLady Tadminster for the second day, myself. Or shall we wait until we\nhear from the Princess? In case of a refusal, Lady Tadminster might\nopen it the first day, and Mrs. Crosbie the second. Then there's the\nDuchess   about the school f  te.""]","[[9118, 9425]]","Mrs. Inglethorp","['Alfred Inglethorp']","Anaphoric","a well remembered voice floated","[['you', 'Alfred', 'we', 'we']]","[[[9123, 9126], [9163, 9169], [9238, 9240], [9252, 9254]]]","[[['Alfred Inglethorp'], ['Alfred Inglethorp'], ['Mrs. Inglethorp', 'Alfred Inglethorp'], ['Mrs. Inglethorp', 'Alfred Inglethorp']]]"
"Q29","Yes, certainly. After tea will do quite well. You are so thoughtful,
Alfred dear.","['Yes, certainly. After tea will do quite well. You are so thoughtful,\nAlfred dear.']","[[9511, 9592]]","Mrs. Inglethorp","['Alfred Inglethorp']","Explicit","Mrs Inglethorps rose","[['You', 'Alfred dear']]","[[[9557, 9560], [9580, 9591]]]","[[['Alfred Inglethorp'], ['Alfred Inglethorp']]]"
"Q30","Why, if it isn't too delightful to see you again, Mr. Hastings, after
all these years. Alfred, darling, Mr. Hastings   my husband.","[""Why, if it isn't too delightful to see you again, Mr. Hastings, after\nall these years. Alfred, darling, Mr. Hastings   my husband.""]","[[9862, 9992]]","Mrs. Inglethorp","['Mary Cavendish', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Explicit","Mrs Inglethorp greeted me","[['you', 'Mr. Hastings', 'Alfred', 'darling', 'Mr. Hastings', 'my husband']]","[[[9901, 9904], [9912, 9924], [9949, 9955], [9957, 9964], [9966, 9978], [9981, 9991]]]","[[['Mr. Hastings'], ['Mr. Hastings'], ['Alfred Inglethorp'], ['Alfred Inglethorp'], ['Mr. Hastings'], ['Alfred Inglethorp']]]"
"Q31","This is a pleasure, Mr. Hastings. Emily
dearest, I think that cushion is a little damp.","['This is a pleasure, Mr. Hastings.', 'Emily\ndearest, I think that cushion is a little damp.']","[[10446, 10479], [10509, 10562]]","Alfred Inglethorp","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']","Anaphoric","He placed a wooden hand in mine and said","[['Mr. Hastings'], ['Emily\ndearest']]","[[[10466, 10478]], [[10509, 10522]]]","[[['Mr. Hastings']], [['Mrs. Inglethorp']]]"
"Q32","Is soldiering your regular profession, Mr. Hastings?","['Is soldiering your regular profession, Mr. Hastings?']","[[11617, 11669]]","Alfred Inglethorp","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']","Anaphoric","her husband addressed me","[['your', 'Mr. Hastings']]","[[[11631, 11635], [11656, 11668]]]","[[['Mr. Hastings'], ['Mr. Hastings']]]"
"Q33","No, before the war I was in Lloyd's.","[""No, before the war I was in Lloyd's.""]","[[11673, 11709]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q34","And you will return there after it is over?","['And you will return there after it is over?']","[[11713, 11756]]","Alfred Inglethorp","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']","Implicit","nan","[['you']]","[[[11717, 11720]]]","[[['Mr. Hastings']]]"
"Q35","Perhaps. Either that or a fresh start altogether.","['Perhaps. Either that or a fresh start altogether.']","[[11760, 11809]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q36","What would you really choose as a profession, if you could just
consult your inclination?","['What would you really choose as a profession, if you could just\nconsult your inclination?']","[[11844, 11933]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[['you', 'you', 'your']]","[[[11855, 11858], [11893, 11896], [11916, 11920]]]","[[['Mr. Hastings'], ['Mr. Hastings'], ['Mr. Hastings']]]"
"Q37","Well, that depends.","['Well, that depends.']","[[11937, 11956]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q38","No secret hobby? Tell me   you're drawn to something?
Everyone is   usually something absurd.","['No secret hobby?', ""Tell me   you're drawn to something?\nEveryone is   usually something absurd.""]","[[11960, 11976], [11990, 12066]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Anaphoric","she asked","[[], ['you']]","[[], [[12000, 12003]]]","[[], [['Mr. Hastings']]]"
"Q39","You'll laugh at me.","[""You'll laugh at me.""]","[[12070, 12089]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[['You']]","[[[12070, 12073]]]","[[['Mary Cavendish']]]"
"Q40","Perhaps.","['Perhaps.']","[[12106, 12114]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q41","Well, I've always had a secret hankering to be a detective!","[""Well, I've always had a secret hankering to be a detective!""]","[[12118, 12177]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q42","The real thing   Scotland Yard? Or Sherlock Holmes?","['The real thing   Scotland Yard? Or Sherlock Holmes?']","[[12181, 12232]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q43","Oh, Sherlock Holmes by all means. But really, seriously, I am awfully
drawn to it. I came across a man in Belgium once, a very famous
detective, and he quite inflamed me. He was a marvellous little fellow.
He used to say that all good detective work was a mere matter of
method. My system is based on his   though of course I have progressed
rather further. He was a funny little man, a great dandy, but
wonderfully clever.","['Oh, Sherlock Holmes by all means. But really, seriously, I am awfully\ndrawn to it. I came across a man in Belgium once, a very famous\ndetective, and he quite inflamed me. He was a marvellous little fellow.\nHe used to say that all good detective work was a mere matter of\nmethod. My system is based on his   though of course I have progressed\nrather further. He was a funny little man, a great dandy, but\nwonderfully clever.']","[[12236, 12659]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Implicit","nan","[['a man', 'a very famous\ndetective', 'he', 'He', 'a marvellous little fellow', 'He', 'his', 'He', 'a funny little man, a great dandy']]","[[[12333, 12338], [12356, 12379], [12385, 12387], [12407, 12409], [12414, 12440], [12442, 12444], [12537, 12540], [12594, 12596], [12601, 12634]]]","[[['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot']]]"
"Q44","Like a good detective story myself, Lots of
nonsense written, though. Criminal discovered in last chapter. Everyone
dumbfounded. Real crime   you'd know at once.","['Like a good detective story myself,', ""Lots of\nnonsense written, though. Criminal discovered in last chapter. Everyone\ndumbfounded. Real crime   you'd know at once.""]","[[12663, 12698], [12723, 12848]]","Evelyn Howard","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']","Explicit","remarked Miss Howard","[[], []]","[[], []]","[[], []]"
"Q45","There have been a great number of undiscovered crimes,","['There have been a great number of undiscovered crimes,']","[[12852, 12906]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Anaphoric","I argued","[[]]","[[]]","[[]]"
"Q46","Don't mean the police, but the people that are right in it. The
family. You couldn't really hoodwink them. They'd know.","[""Don't mean the police, but the people that are right in it. The\nfamily. You couldn't really hoodwink them. They'd know.""]","[[12920, 13039]]","Evelyn Howard","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q47","Then, you think that if you were mixed up in a
crime, say a murder, you'd be able to spot the murderer right off?","['Then,', ""you think that if you were mixed up in a\ncrime, say a murder, you'd be able to spot the murderer right off?""]","[[13043, 13048], [13072, 13179]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Anaphoric","I said","[[], ['you', 'you', 'you']]","[[], [[13072, 13075], [13090, 13093], [13134, 13137]]]","[[], [['Evelyn Howard'], ['Evelyn Howard'], ['Evelyn Howard']]]"
"Q48","Of course I should. Mightn't be able to prove it to a pack of lawyers.
But I'm certain I'd know. I'd feel it in my fingertips if he came near
me.","[""Of course I should. Mightn't be able to prove it to a pack of lawyers.\nBut I'm certain I'd know. I'd feel it in my fingertips if he came near\nme.""]","[[13183, 13328]]","Evelyn Howard","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q49","It might be a    she',","[""It might be a    she',""]","[[13332, 13354]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']","Anaphoric","I suggested","[[]]","[[]]","[[]]"
"Q50","Might. But murder's a violent crime. Associate it more with a man.","[""Might. But murder's a violent crime. Associate it more with a man.""]","[[13371, 13437]]","Evelyn Howard","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q51","Not in a case of poisoning.","['Not in a case of poisoning.']","[[13441, 13468]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q52","Dr. Bauerstein was saying yesterday that, owing to the general
ignorance of the more uncommon poisons among the medical profession,
there were probably countless cases of poisoning quite unsuspected.","['Dr. Bauerstein was saying yesterday that, owing to the general\nignorance of the more uncommon poisons among the medical profession,\nthere were probably countless cases of poisoning quite unsuspected.']","[[13513, 13712]]","Mary Cavendish","['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[['Dr. Bauerstein']]","[[[13513, 13527]]]","[[['Dr. Bauerstein']]]"
"Q53","Why, Mary, what a gruesome conversation! It
makes me feel as if a goose were walking over my grave. Oh, there's
Cynthia!","['Why, Mary, what a gruesome conversation!', ""It\nmakes me feel as if a goose were walking over my grave. Oh, there's\nCynthia!""]","[[13716, 13756], [13782, 13861]]","Mrs. Inglethorp","['Mary Cavendish', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Explicit","cried Mrs Inglethorp","[['Mary'], ['Cynthia']]","[[[13721, 13725]], [[13853, 13860]]]","[[['Mary Cavendish']], [['Miss Murdoch']]]"
"Q54","Why, Cynthia, you are late to-day. This is Mr. Hastings   Miss Murdoch.","['Why, Cynthia, you are late to-day. This is Mr. Hastings   Miss Murdoch.']","[[13926, 13997]]","Mrs. Inglethorp","['Mary Cavendish', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard', 'Mr. Hastings']","Implicit","nan","[['Cynthia', 'you', 'Mr. Hastings', 'Miss Murdoch']]","[[[13931, 13938], [13940, 13943], [13969, 13981], [13984, 13996]]]","[[['Miss Murdoch'], ['Miss Murdoch'], ['Mr. Hastings'], ['Miss Murdoch']]]"
"Q55","Sit down here on the grass, do. It's ever so much nicer.","[""Sit down here on the grass, do. It's ever so much nicer.""]","[[14421, 14477]]","Miss Murdoch","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q56","You work at Tadminster, don't you, Miss Murdoch?","[""You work at Tadminster, don't you, Miss Murdoch?""]","[[14509, 14557]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']","Implicit","nan","[['You', 'you', 'Miss Murdoch']]","[[[14509, 14512], [14539, 14542], [14544, 14556]]]","[[['Miss Murdoch'], ['Miss Murdoch'], ['Miss Murdoch']]]"
"Q57","For my sins.","['For my sins.']","[[14574, 14586]]","Miss Murdoch","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Implicit","nan","[[]]","[[]]","[[]]"
"Q58","Do they bully you, then?","['Do they bully you, then?']","[[14590, 14614]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']","Anaphoric","I asked","[['you']]","[[[14604, 14607]]]","[[['Miss Murdoch']]]"
"Q59","I should like to see them!","['I should like to see them!']","[[14636, 14662]]","Miss Murdoch","['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']","Explicit","cried Cynthia","[[]]","[[]]","[[]]"
"Q60","I have got a cousin who is nursing, And she is terrified
of    Sisters'.","['I have got a cousin who is nursing,', ""And she is terrified\nof    Sisters'.""]","[[14694, 14729], [14744, 14780]]","Mr. Hastings","['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']","Anaphoric","I remarked","[[], []]","[[], []]","[[], []]"
