"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q12","It didn't last long, though: I heard of her a few months later living
alone in Venice.  I believe Lovell Mingott went out to get her.  He
said she was desperately unhappy.  That's all right--but this parading
her at the Opera's another thing.","[""It didn't last long, though: I heard of her a few months later living\nalone in Venice.  I believe Lovell Mingott went out to get her.  He\nsaid she was desperately unhappy.  That's all right--but this parading\nher at the Opera's another thing.""]","[[21537, 21779]]","Lawrence Lefferts","['Mr. Sillerton Jackson', 'Young Thorley']","Implicit","nan","[['her', 'Lovell Mingott', 'her', 'He', 'she', 'her']]","[[[21577, 21580], [21635, 21649], [21666, 21669], [21672, 21674], [21680, 21683], [21746, 21749]]]","[[['Ellen Olenska'], ['Mrs. Lovell Mingott'], ['Ellen Olenska'], ['Count Olenski'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q13","Perhaps, she's too unhappy to be left at
home.","['Perhaps,', ""she's too unhappy to be left at\nhome.""]","[[21783, 21791], [21818, 21855]]","Young Thorley","['Lawrence Lefferts', 'Mr. Sillerton Jackson']","Explicit","young Thorley hazarded","[[], ['she']]","[[], [[21818, 21821]]]","[[], [['Ellen Olenska']]]"
"Q14","Oh, that's part of the campaign: Granny's orders, no doubt, When the old lady does a thing she does it thoroughly.","[""Oh, that's part of the campaign: Granny's orders, no doubt,"", 'When the old lady does a thing she does it thoroughly.']","[[22148, 22207], [22229, 22283]]","Lawrence Lefferts","['Mr. Sillerton Jackson', 'Young Thorley']","Explicit","Lefferts laughed","[[""Granny's""], ['the old lady', 'she']]","[[[22181, 22189]], [[22234, 22246], [22260, 22263]]]","[[['Mrs. Manson Mingott']], [['Mrs. Manson Mingott'], ['Old Mrs. Mingott']]]"
"Q15","I hope you've told Madame Olenska
that we're engaged?  I want everybody to know--I want you to let me
announce it this evening at the ball.","[""I hope you've told Madame Olenska\nthat we're engaged?  I want everybody to know--I want you to let me\nannounce it this evening at the ball.""]","[[23814, 23953]]","Newland Archer","['Miss Welland']","Anaphoric","he sat down beside his betrothed and said","[['we']]","[[[23853, 23855]]]","[[['Miss Welland', 'Newland Archer']]]"
"Q16","If you can persuade Mamma, but why should
we change what is already settled?","['If you can persuade Mamma,', 'but why should\nwe change what is already settled?']","[[24042, 24068], [24081, 24130]]","Miss Welland","['Newland Archer']","Anaphoric","she said","[['you', 'Mamma'], ['we']]","[[[24045, 24048], [24062, 24067]], [[24096, 24098]]]","[[['Newland Archer'], ['Mrs. Augusta Welland']], [['Miss Welland', 'Newland Archer']]]"
"Q17","Tell my cousin yourself: I give you leave.  She says she used to play
with you when you were children.","['Tell my cousin yourself: I give you leave.  She says she used to play\nwith you when you were children.']","[[24233, 24335]]","Miss Welland","['Newland Archer']","Anaphoric","she added","[['my cousin', 'yourself', 'you', 'She', 'she', 'you', 'you']]","[[[24238, 24247], [24248, 24256], [24265, 24268], [24277, 24280], [24286, 24289], [24308, 24311], [24317, 24320]]]","[[['Ellen Olenska'], ['Newland Archer'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska'], ['Newland Archer'], ['Newland Archer']]]"
"Q18","We DID use to play together, didn't we? You were a horrid boy, and kissed me once behind a door;
but it was your cousin Vandie Newland, who never looked at me, that I
was in love with.","[""We DID use to play together, didn't we?"", 'You were a horrid boy, and kissed me once behind a door;\nbut it was your cousin Vandie Newland, who never looked at me, that I\nwas in love with.']","[[24552, 24591], [24637, 24781]]","Ellen Olenska","['Newland Archer']","Anaphoric","she asked","[['We', 'we'], ['You']]","[[[24552, 24554], [24588, 24590]], [[24637, 24640]]]","[[['Newland Archer'], ['Newland Archer']], [['Newland Archer']]]"
"Q19","Ah, how this brings it all back to me--I see everybody here in
knickerbockers and pantalettes,","['Ah, how this brings it all back to me--I see everybody here in\nknickerbockers and pantalettes,']","[[24833, 24927]]","Ellen Olenska","['Newland Archer']","Anaphoric","she said","[[]]","[[]]","[[]]"
"Q20","Yes, you have been away a very long time.","['Yes, you have been away a very long time.']","[[25302, 25343]]","Newland Archer","['Ellen Olenska']","Anaphoric","he answered","[[]]","[[]]","[[]]"
"Q21","Oh, centuries and centuries; so long, that I'm sure I'm
dead and buried, and this dear old place is heaven;","['Oh, centuries and centuries; so long,', ""that I'm sure I'm\ndead and buried, and this dear old place is heaven;""]","[[25347, 25384], [25397, 25466]]","Ellen Olenska","['Newland Archer']","Anaphoric","she said","[[], []]","[[], []]","[[], []]"
"Q22","We all have our pet common people--","['We all have our pet common people--']","[[26669, 26704]]","Mrs. Adeline Archer","['_unknowable']","Explicit","Mrs Archer who was fond of coining her social philosophy into axioms had once said","[[]]","[[]]","[[]]"
"Q23","Now we shan't have to talk,","[""Now we shan't have to talk,""]","[[34782, 34809]]","Newland Archer","['Miss Welland']","Anaphoric","he said","[['we']]","[[[34786, 34788]]]","[[['Miss Welland', 'Newland Archer']]]"
"Q24","Dear,","['Dear,']","[[35044, 35049]]","Newland Archer","['Miss Welland']","Explicit","Archer whispered","[[]]","[[]]","[[]]"
"Q25","You see I did as you asked me to,","['You see I did as you asked me to,']","[[35516, 35549]]","Miss Welland","['Newland Archer']","Anaphoric","she said","[['You', 'you']]","[[[35516, 35519], [35533, 35536]]]","[[['Newland Archer'], ['Newland Archer']]]"
"Q26","Yes: I couldn't wait,","[""Yes: I couldn't wait,""]","[[35563, 35584]]","Newland Archer","['Miss Welland']","Anaphoric","he answered","[[]]","[[]]","[[]]"
"Q27","Only I wish it hadn't had to be at a ball.","[""Only I wish it hadn't had to be at a ball.""]","[[35634, 35676]]","Newland Archer","['Miss Welland']","Anaphoric","he added","[[]]","[[]]","[[]]"
"Q28","Yes, I know.","['Yes, I know.']","[[35680, 35692]]","Miss Welland","['Newland Archer']","Implicit","nan","[[]]","[[]]","[[]]"
"Q29","But after
all--even here we're alone together, aren't we?","[""But after\nall--even here we're alone together, aren't we?""]","[[35733, 35790]]","Miss Welland","['Newland Archer']","Implicit","nan","[['we', 'we']]","[[[35758, 35760], [35787, 35789]]]","[[['Miss Welland', 'Newland Archer'], ['Miss Welland', 'Newland Archer']]]"
"Q30","Oh, dearest--always!","['Oh, dearest--always!']","[[35794, 35814]]","Newland Archer","['Miss Welland']","Explicit","Archer cried","[[]]","[[]]","[[]]"
"Q31","The worst of it is that I want to kiss you and
I can't.","[""The worst of it is that I want to kiss you and\nI can't.""]","[[35997, 36052]]","Newland Archer","['Miss Welland']","Anaphoric","he went on","[['you']]","[[[36036, 36039]]]","[[['Miss Welland']]]"
"Q32","Did you tell my cousin Ellen?","['Did you tell my cousin Ellen?']","[[36486, 36515]]","Miss Welland","['Newland Archer']","Anaphoric","she asked","[['you', 'cousin Ellen']]","[[[36490, 36493], [36502, 36514]]]","[[['Newland Archer'], ['Ellen Olenska']]]"
"Q33","No--I hadn't the chance after all,","[""No--I hadn't the chance after all,""]","[[36749, 36783]]","Newland Archer","['Miss Welland']","Anaphoric","he said","[[]]","[[]]","[[]]"
"Q34","Ah.","['Ah.']","[[36813, 36816]]","Miss Welland","['Newland Archer']","Implicit","nan","[[]]","[[]]","[[]]"
"Q35","You must, then, for I didn't either; and I shouldn't like her
to think--","[""You must, then, for I didn't either; and I shouldn't like her\nto think--""]","[[36888, 36960]]","Miss Welland","['Newland Archer']","Implicit","nan","[['You', 'her']]","[[[36888, 36891], [36946, 36949]]]","[[['Newland Archer'], ['Ellen Olenska']]]"
"Q36","Of course not.  But aren't you, after all, the person to do it?","[""Of course not.  But aren't you, after all, the person to do it?""]","[[36964, 37027]]","Newland Archer","['Miss Welland']","Implicit","nan","[['you']]","[[[36991, 36994]]]","[[['Miss Welland']]]"
"Q37","If I'd done it at the right time, yes: but now
that there's been a delay I think you must explain that I'd asked you
to tell her at the Opera, before our speaking about it to everybody
here.  Otherwise she might think I had forgotten her.  You see, she's
one of the family, and she's been away so long that she's
rather--sensitive.","[""If I'd done it at the right time, yes: but now\nthat there's been a delay I think you must explain that I'd asked you\nto tell her at the Opera, before our speaking about it to everybody\nhere.  Otherwise she might think I had forgotten her.  You see, she's\none of the family, and she's been away so long that she's\nrather--sensitive.""]","[[37054, 37385]]","Miss Welland","['Newland Archer']","Implicit","nan","[['you', 'you', 'her', 'she', 'her', 'You', 'she', 'she', 'she']]","[[[37135, 37138], [37167, 37170], [37179, 37182], [37256, 37259], [37288, 37291], [37294, 37297], [37303, 37306], [37332, 37335], [37361, 37364]]]","[[['Newland Archer'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q38","Dear and great angel!  Of course I'll
tell her.","[""Dear and great angel!  Of course I'll\ntell her.""]","[[37422, 37469]]","Newland Archer","['Miss Welland']","Implicit","nan","[['her']]","[[[37465, 37468]]]","[[['Ellen Olenska']]]"
"Q39","But I haven't seen her yet.  Has she come?","[""But I haven't seen her yet.  Has she come?""]","[[37539, 37581]]","Newland Archer","['Miss Welland']","Implicit","nan","[['her', 'she']]","[[[37558, 37561], [37572, 37575]]]","[[['Ellen Olenska'], ['Ellen Olenska']]]"
"Q40","No; at the last minute she decided not to.","['No; at the last minute she decided not to.']","[[37585, 37627]]","Miss Welland","['Newland Archer']","Implicit","nan","[['she']]","[[[37608, 37611]]]","[[['Ellen Olenska']]]"
"Q41","At the last minute?","['At the last minute?']","[[37631, 37650]]","Newland Archer","['Miss Welland']","Anaphoric","he echoed","[[]]","[[]]","[[]]"
"Q42","Yes.  She's awfully fond of dancing, But suddenly she made up her mind that her dress wasn't smart enough
for a ball, though we thought it so lovely; and so my aunt had to take
her home.","[""Yes.  She's awfully fond of dancing,"", ""But suddenly she made up her mind that her dress wasn't smart enough\nfor a ball, though we thought it so lovely; and so my aunt had to take\nher home.""]","[[37751, 37787], [37822, 37971]]","Miss Welland","['Newland Archer']","Anaphoric","the young girl answered","[['She'], ['she', 'her', 'her', 'we', 'my aunt', 'her']]","[[[37757, 37760]], [[37835, 37838], [37847, 37850], [37861, 37864], [37910, 37912], [37942, 37949], [37962, 37965]]]","[[['Ellen Olenska']], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska'], ['May Wellend', 'Mrs. Lovell Mingott'], ['Mrs. Lovell Mingott'], ['Ellen Olenska']]]"
"Q43","Oh, well--","['Oh, well--']","[[37975, 37985]]","Newland Archer","['Miss Welland']","Explicit","said Archer","[[]]","[[]]","[[]]"
"Q44","She knows as well as I do, the real reason of her
cousin's staying away; but I shall never let her see by the least sign
that I am conscious of there being a shadow of a shade on poor Ellen
Olenska's reputation.","['She knows as well as I do,', ""the real reason of her\ncousin's staying away; but I shall never let her see by the least sign\nthat I am conscious of there being a shadow of a shade on poor Ellen\nOlenska's reputation.""]","[[38214, 38240], [38257, 38441]]","Newland Archer","[]","Anaphoric","he reflected","[[], ['her\ncousin', 'her', 'Ellen\nOlenska']]","[[], [[38276, 38286], [38325, 38328], [38414, 38427]]]","[[], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q45","Old-fashioned eyes?  I hope you don't mean mine, my dear?  I like all
the novelties,","[""Old-fashioned eyes?  I hope you don't mean mine, my dear?  I like all\nthe novelties,""]","[[43653, 43737]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer']","Anaphoric","said the ancestress","[['you']]","[[[43681, 43684]]]","[[['Mrs. Welland']]]"
"Q46","Very handsome, very liberal.  In my time a cameo set
in pearls was thought sufficient.  But it's the hand that sets off the
ring, isn't it, my dear Mr. Archer?","['Very handsome,', ""very liberal.  In my time a cameo set\nin pearls was thought sufficient.  But it's the hand that sets off the\nring, isn't it, my dear Mr. Archer?""]","[[43844, 43858], [43893, 44037]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer']","Anaphoric","she added","[[], ['Mr. Archer']]","[[], [[44026, 44036]]]","[[], [['Newland Archer']]]"
"Q47","Mine was modelled in Rome by the great
Ferrigiani.  You should have May's done: no doubt he'll have it done,
my child.  Her hand is large--it's these modern sports that spread the
joints--but the skin is white.--And when's the wedding to be?","[""Mine was modelled in Rome by the great\nFerrigiani.  You should have May's done: no doubt he'll have it done,\nmy child.  Her hand is large--it's these modern sports that spread the\njoints--but the skin is white.--And when's the wedding to be?""]","[[44168, 44409]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer']","Anaphoric","she broke off","[['You', ""May's"", 'he', 'my child', 'Her']]","[[[44220, 44223], [44236, 44241], [44257, 44259], [44277, 44285], [44288, 44291]]]","[[['Mrs. Welland'], ['Miss Welland'], ['Newland Archer'], ['Newland Archer'], ['Miss Welland']]]"
"Q48","As soon as ever it can, if only you'll back me
up, Mrs. Mingott.","[""As soon as ever it can, if only you'll back me\nup, Mrs. Mingott.""]","[[44549, 44613]]","Newland Archer","['Miss Welland', 'Mrs. Manson Mingott']","Anaphoric","the young man smiling at his betrothed replied","[['you', 'Mrs. Mingott']]","[[[44581, 44584], [44600, 44612]]]","[[['Mrs. Manson Mingott'], ['Mrs. Manson Mingott']]]"
"Q49","Know each other?
Fiddlesticks!  Everybody in New York has always known everybody.  Let
the young man have his way, my dear; don't wait till the bubble's off
the wine.  Marry them before Lent; I may catch pneumonia any winter
now, and I want to give the wedding-breakfast.","[""Know each other?\nFiddlesticks!  Everybody in New York has always known everybody.  Let\nthe young man have his way, my dear; don't wait till the bubble's off\nthe wine.  Marry them before Lent; I may catch pneumonia any winter\nnow, and I want to give the wedding-breakfast.""]","[[44795, 45066]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer']","Anaphoric","the ancestress rejoined","[['the young man', 'his', 'them']]","[[[44882, 44895], [44901, 44904], [44969, 44973]]]","[[['Newland Archer'], ['Newland Archer'], ['Newland Archer', 'Ellen Olenska']]]"
"Q50","Ha!  Beaufort,
this is a rare favour!","['Ha!  Beaufort,\nthis is a rare favour!']","[[45501, 45538]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer', 'Julius Beaufort']","Implicit","nan","[['Beaufort']]","[[[45506, 45514]]]","[[['Julius Beaufort']]]"
"Q51","Thanks.  I wish it might happen oftener, I'm generally so tied down; but I met the Countess
Ellen in Madison Square, and she was good enough to let me walk home
with her.","['Thanks.  I wish it might happen oftener,', ""I'm generally so tied down; but I met the Countess\nEllen in Madison Square, and she was good enough to let me walk home\nwith her.""]","[[45608, 45648], [45695, 45824]]","Julius Beaufort","['Miss Welland', 'Newland Archer', 'Mrs. Manson Mingott']","Anaphoric","said the visitor","[[], ['Countess\nEllen', 'she', 'her']]","[[], [[45737, 45751], [45775, 45778], [45820, 45823]]]","[[], [['Ellen Olenska'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q52","Ah--I hope the house will be gayer, now that Ellen's here! Sit down--sit down, Beaufort:
push up the yellow armchair; now I've got you I want a good gossip.  I
hear your ball was magnificent; and I understand you invited Mrs.
Lemuel Struthers?  Well--I've a curiosity to see the woman myself.","[""Ah--I hope the house will be gayer, now that Ellen's here!"", ""Sit down--sit down, Beaufort:\npush up the yellow armchair; now I've got you I want a good gossip.  I\nhear your ball was magnificent; and I understand you invited Mrs.\nLemuel Struthers?  Well--I've a curiosity to see the woman myself.""]","[[45828, 45886], [45937, 46170]]","Mrs. Manson Mingott","['Miss Welland', 'Newland Archer', 'Julius Beaufort']","Explicit","cried Mrs Mingott","[['Ellen'], ['Beaufort', 'Struthers']]","[[[45873, 45878]], [[45957, 45965], [46111, 46120]]]","[[['Ellen Olenska']], [['Julius Beaufort'], ['Mrs. Struthers']]]"
"Q53","Of course if you and Regina invite her
the thing is settled.  Well, we need new blood and new money--and I
hear she's still very good-looking,","[""Of course if you and Regina invite her\nthe thing is settled.  Well, we need new blood and new money--and I\nhear she's still very good-looking,""]","[[46753, 46895]]","Mrs. Manson Mingott","['Julius Beaufort']","Anaphoric","the carnivorous old lady declared","[['Regina', 'her', 'we', 'she']]","[[[46774, 46780], [46788, 46791], [46821, 46823], [46865, 46868]]]","[[['Regina'], ['Mrs. Struthers'], ['Mrs. Lovell Mingott', 'Old Mrs. Mingott'], ['Mrs. Struthers']]]"
"Q54","Of course you know already--about May and me, She scolded me for not giving you the news
last night at the Opera: I had her orders to tell you that we were
engaged--but I couldn't, in that crowd.","['Of course you know already--about May and me,', ""She scolded me for not giving you the news\nlast night at the Opera: I had her orders to tell you that we were\nengaged--but I couldn't, in that crowd.""]","[[47085, 47130], [47180, 47329]]","Newland Archer","['Ellen Olenska']","Anaphoric","he said","[['May '], ['She', 'her', 'we']]","[[[47119, 47123]], [[47180, 47183], [47254, 47257], [47282, 47284]]]","[[['Miss Welland']], [['Miss Welland'], ['Miss Welland'], ['Newland Archer']]]"
"Q55","Of
course I know; yes.  And I'm so glad.  But one doesn't tell such things
first in a crowd.","[""Of\ncourse I know; yes.  And I'm so glad.  But one doesn't tell such things\nfirst in a crowd.""]","[[47468, 47560]]","Ellen Olenska","['Newland Archer']","Implicit","nan","[[]]","[[]]","[[]]"
"Q56","Good-bye; come and see me some day,","['Good-bye; come and see me some day,']","[[47625, 47660]]","Ellen Olenska","['Newland Archer']","Anaphoric","she said","[[]]","[[]]","[[]]"
"Q57","And she ought
to know that a man who's just engaged doesn't spend his time calling on
married women.  But I daresay in the set she's lived in they do--they
never do anything else.","[""And she ought\nto know that a man who's just engaged doesn't spend his time calling on\nmarried women.  But I daresay in the set she's lived in they do--they\nnever do anything else.""]","[[48107, 48286]]","Newland Archer","[]","Anaphoric","the young man himself mentally added","[['she', 'his', 'she']]","[[[48111, 48114], [48173, 48176], [48234, 48237]]]","[[['Ellen Olenska'], ['Julius Beaufort'], ['Ellen Olenska']]]"
"Q58","It's a pity the Beauforts asked her, But
then Regina always does what he tells her; and BEAUFORT--","[""It's a pity the Beauforts asked her,"", 'But\nthen Regina always does what he tells her; and BEAUFORT--']","[[53919, 53955], [53984, 54045]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']","Explicit","Mrs Archer said","[['the Beauforts', 'her'], ['Regina', 'he', 'her', 'BEAUFORT']]","[[[53931, 53944], [53951, 53954]], [[53993, 53999], [54017, 54019], [54026, 54029], [54035, 54043]]]","[[['Mrs. Beaufort', 'Julius Beaufort'], ['Mrs. Struthers']], [['Regina'], ['Julius Beaufort'], ['Regina'], ['Julius Beaufort']]]"
"Q59","Certain nuances escape Beaufort,","['Certain nuances escape Beaufort,']","[[54049, 54081]]","Mr. Sillerton Jackson","['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']","Explicit","said Mr Jackson","[['Beaufort']]","[[[54072, 54080]]]","[[['Julius Beaufort']]]"
"Q60","Oh, necessarily; Beaufort is a vulgar man, My
grandfather Newland always used to say to my mother: But at
least he's had the advantage of associating with gentlemen; in England
too, they say.  It's all very mysterious--","['Oh, necessarily; Beaufort is a vulgar man,', 'My\ngrandfather Newland always used to say to my mother:', ""But at\nleast he's had the advantage of associating with gentlemen; in England\ntoo, they say.  It's all very mysterious--""]","[[54361, 54403], [54425, 54480], [54561, 54681]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']","Explicit","said Mrs Archer","[['Beaufort'], [], ['he']]","[[[54378, 54386]], [], [[54574, 54576]]]","[[['Julius Beaufort']], [], [['Julius Beaufort']]]"
"Q61","But this Mrs. Struthers, what did you say SHE
was, Sillerton?","['But this Mrs. Struthers,', 'what did you say SHE\nwas, Sillerton?']","[[54868, 54892], [54918, 54954]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']","Explicit","Mrs Archer continued","[['Mrs. Struthers'], ['you', 'SHE', 'Sillerton']]","[[[54877, 54891]], [[54927, 54930], [54935, 54938], [54944, 54953]]]","[[['Mrs. Struthers']], [['Mr. Sillerton Jackson'], ['Mrs. Struthers'], ['Mr. Jackson']]]"
"Q62","Out of a mine: or rather out of the saloon at the head of the pit.
Then with Living Wax-Works, touring New England.  After the police
broke THAT up, they say she lived--","['Out of a mine: or rather out of the saloon at the head of the pit.\nThen with Living Wax-Works, touring New England.  After the police\nbroke THAT up, they say she lived--']","[[54958, 55127]]","Mr. Sillerton Jackson","['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']","Implicit","nan","[['she']]","[[[55116, 55119]]]","[[['Mrs. Struthers']]]"
"Q63","Then, then Lemuel Struthers came along.  They say his advertiser used the
girl's head for the shoe-polish posters; her hair's intensely black,
you know--the Egyptian style.  Anyhow, he--eventually--married her.","['Then,', ""then Lemuel Struthers came along.  They say his advertiser used the\ngirl's head for the shoe-polish posters; her hair's intensely black,\nyou know--the Egyptian style.  Anyhow, he--eventually--married her.""]","[[55291, 55296], [55431, 55635]]","Mr. Sillerton Jackson","['Newland Archer', 'Janey Archer', 'Mrs. Adeline Archer']","Explicit","Mr Jackson continued","[[], ['Lemuel Struthers', 'his', 'her', 'he', 'her']]","[[], [[55436, 55452], [55475, 55478], [55540, 55543], [55607, 55609], [55631, 55634]]]","[[], [['Mrs. Lemuel Struthers'], ['Mrs. Lemuel Struthers'], ['Mrs. Struthers'], ['Mrs. Lemuel Struthers'], ['Mrs. Struthers']]]"
"Q64","Oh, well--at the pass we've come to nowadays, it doesn't matter,","[""Oh, well--at the pass we've come to nowadays, it doesn't matter,""]","[[55750, 55814]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']","Explicit","said Mrs Archer","[['we']]","[[[55772, 55774]]]","[[['Newland Archer', 'Mr. Sillerton Jackson', 'Janey Archer', 'Mrs. Adeline Archer']]]"
"Q65","And Newland's new cousin--Countess Olenska?  Was SHE at the ball too?","[""And Newland's new cousin--Countess Olenska?  Was SHE at the ball too?""]","[[56099, 56168]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer', 'Mr. Sillerton Jackson']","Anaphoric","she might presently be able to say","[['Newland', 'Countess Olenska', 'SHE ']]","[[[56103, 56110], [56125, 56141], [56148, 56152]]]","[[['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q66","Especially after that silly business with Mrs.
Rushworth,","['Especially after that silly business with Mrs.\nRushworth,']","[[56395, 56452]]","Mrs. Adeline Archer","['Janey Archer']","Anaphoric","she had remarked to Janey","[[]]","[[]]","[[]]"
"Q67","It's not that I don't approve of the Mingotts'
esprit de corps; but why Newland's engagement should be mixed up with
that Olenska woman's comings and goings I don't see,","[""It's not that I don't approve of the Mingotts'\nesprit de corps; but why Newland's engagement should be mixed up with\nthat Olenska woman's comings and goings I don't see,""]","[[57287, 57456]]","Mrs. Adeline Archer","['Janey Archer']","Explicit","Mrs Archer grumbled to Janey","[['Mingotts', 'Newland', 'that Olenska woman', 'Olenska']]","[[[57324, 57332], [57359, 57366], [57404, 57422], [57409, 57416]]]","[[['Mrs. Manson Mingott', 'Mrs. Welland'], ['Newland Archer'], ['Ellen Olenska'], ['Ellen Olenska']]]"
"Q68","I'm thankful that Augusta Welland received us alone.","[""I'm thankful that Augusta Welland received us alone.""]","[[57912, 57964]]","Mrs. Adeline Archer","['Newland Archer', 'Janey Archer']","Anaphoric","she had permitted herself to say to her son","[['Augusta Welland', 'us']]","[[[57930, 57945], [57955, 57957]]]","[[['Mrs. Welland'], ['Newland Archer', 'Mrs. Adeline Archer']]]"
"Q69","Oh,
well, there's always a phase of family parties to be gone through when
one gets engaged, and the sooner it's over the better.","[""Oh,\nwell, there's always a phase of family parties to be gone through when\none gets engaged, and the sooner it's over the better.""]","[[58247, 58376]]","Newland Archer","['Janey Archer', 'Mrs. Adeline Archer']","Anaphoric","he simply replied","[[]]","[[]]","[[]]"
