Character ID,Main Name,Aliases,Gender,Category
86,The Tinker,"{'The Travelling Tinker', 'The Tinker'}",M,minor
87,The Turnkey,"{""Fagin's Jailer"", 'The Turnkey'}",M,minor
88,The Vagrant,{'The Vagrant'},M,minor
89,The Watchman,{'The Watchman'},M,minor
90,Toby Crackit,"{'Mr. Crackit', 'Toby Crackit', 'Crackit', 'Toby'}",M,intermediate
91,_group,{'_group'},X,minor
92,_unknowable,{'_unknowable'},X,intermediate
93,Conkey Chickweed,['Conkey Chickweed'],X,minor
94,The Attendant,['The Attendant'],X,minor
95,The Policeman,['The Policeman'],X,minor
